id,value,category,label,info
4085,7,person,Xiaohong,"The character in the Chinese classical novel ""Dream of Red Mansions"" is a maid from the Jia family, whose original name is Lin Hongyu. Because the name contains the word ""Lin"", it collides Lin Daiyu, and the word ""Yu"" in the name collides Lin Daiyu and Jia Baoyu. Therefore, it was renamed Xiaohong (also known as Honger). Xiaohong was originally working in Yihong Courtyard, feeding birds with tea stoves. Because she was a bit beautiful, she always thought of Jia Baoyu playing with her, but because Xiren and others couldn't take it. Finally, she got a chance to pour tea, but when she went out, she was caught by Qiu Wen, Bihen and others. She said that she would not look in the mirror, and the one who served tea and poured water was not worthy of it. Xiao Hong was disheartened. Later, he transferred to Fengjie and was reused from Fengjie. She is pretty and quiet, has clear speech, speaks briefly, and is very complete. She is not bound by feudal ethics, dares to pursue her own happiness, her love, and her life with Jia Yun through a handkerchief."
4086,4,person,The Bao Er's Wife,"The Bao Er family belongs to the wife of Bao Er, a male servant of the Jia family. The person in the book calls him the Bao Er family. The Bao Er family was a tragic figure who gave it to Bao Er, a servant of the Jia family, but he had a crush on his relationship with his master Jia Lian. Taking advantage of Feng Jie's birthday, he took ""two pieces of silver, two hairpins, and two pieces of satin"" from Jia Lian, and ran to Jia Lian and Wang Xifeng's house to have an affair, but Wang Xifeng caught him on the spot."
4087,3,person,Ruizhu,"Qin Keqing's maid. Qin Keqing had an ambiguous relationship with his father-in-law Jia Zhen during his lifetime. Ruizhu, who served Qin Keqing, should have been aware of it, so he was threatened by Jia Zhen. After Qin Keqing's death, the auspicious pearl touched the pillar and died."
4088,3,person,The official,"Ou Guan is one of the twelve opera singers bought by the Jia family, a little actor. He is loyal. When her friend Fangguan was insulted by Aunt Zhao, Ouguan risked being expelled at any time and went to the usual arrogant aunt with his friends. After the troupe was disbanded, she became Lin Daiyu's maid. Later, because he refused to hire someone else, he became a nun and stayed with the ancient Buddha of Qinglan."
4089,1,person,Ruiguan,"Ruiguan is a female actor in Lixiangyuan and later became a monk."
4090,2,person,Enter the painting,"Jia Xichun's maid. Because her parents were in the south, she and her brother had to live with their uncles, but their uncles and aunts only knew how to drink and gambling, so her brother had to ask someone to hand over the rewards they received from being servants to her for safekeeping, and they were discovered when they were inspecting the Grand View Garden. Jia Xichun insisted on driving her away, and knelt down on the ground and begged him, and he tried hard to complain. You had to ask someone to take her to Ning Mansion."
4091,1,person,Color screen,"A maid from Jia Xichun."
4092,1,person,Caier,"The little maid serving Jia Xichun."
4093,1,person,Feng'er,"Wang Xifeng's little maid. Wang Xifeng's room is second only to Ping'er."
4094,1,person,Embroidered orange,"Jia Yingchun's girl, she is eloquent and competitive. She was a second-class maid who was dedicated to protecting the master. In order to welcome the spring, she and Wang Zhu's daughter-in-law quarreled quickly for the Zhuzhu silk golden phoenix. When the quarrel could not be achieved, they were angry and anxious, and they even cried. Everyone was helpless and funny when she said that Miss Coward Yingchun was ""just her face was weak and afraid of people's annoyance"", but Xiu Ju was full of anxiety and hard work to maintain it. Xiu Ju's second appearance was when Si Qi was driven away. She came to Si Qi cry in the Grand View Garden and said that it was given by the girl, so she would like to think about it. Finally, when Yingchun was promised by Jia She to marry Sun Shaozu, Xiu Ju was one of the four dowry maids. Embroidered orange has a bold personality and is loyal to the righteousness."
4095,2,person,Shou Shu,"Shishu is a virtual character in the classic Chinese classic ""Dream of Red Mansions"". She is Jia Tanchun's maid, with a flexible mind and a quick-talking. The final outcome is to marry Tanchun. Her name is very controversial, just called ""Shishou""."
4096,2,person,Little Magpie,"The name Xiaoque is ironic. Magpie is the one who reports good news, but she is the one who reports bad news. Xiaoque is a smart and scheming girl."
4097,1,person,Cuilu,"Shi Xiangyun's maid. She is an innocent maid with a personality that is as generous and straightforward as Xiangyun."
4098,1,person,Hazel,"Xiangling's maid."
4099,1,person,Small snail,"Xue Baoqin's little maid (first time, Chapter 50), that is, when Baoqin stood in the snow, he held a bottle of red plum behind Baoqin."
4100,1,person,Zhuaner,"Xing Xiuyan's maid, Xiuyan once ordered her to hand it over to Ying'er and Xue Baochai."
4101,1,person,Egg official,"The actress in the Lixiangyuan of Jia Mansion plays an old actress."
4102,2,person,Sister Shan,"It was originally a girl next to Wang Xifeng, but was specially ordered by Fengjie to You Erjie. The word ""Shanjie"" is actually ironic: it is called ""Shan"", but the person is not good. Sister Shan is eloquent and always sarcastic to Sister You, and is ""not obeying the orders"", deliberately trying to treat Sister You in daily life. Shanjie's ""badness"" is actually one of the sinister steps that Fengjie forced You Erjie to death. Therefore, ""Zhi"" criticized: ""It is about the servant who oppresses the second sister, and it is about Fengjie oppressing the second sister."""
4103,2,person,Suyun,"Suyun is Li Wan's maid."
4104,1,person,Little Jixianger,"A little girl in front of Aunt Zhao."
4105,1,person,Kyukun,"One of the twelve girls who sing operas bought by the Jia family. Later he became Xiangyun's maid."
4106,2,person,Orb,"Qin Keqing's maid. After Qin Keqing's death, Baozhu saw that Qin had no children and was willing to be the adopted daughter, so she asked to be the lieutenant of the funeral. Later, she accompanied Qin Keqing's lieutenant at Tiekan Temple and insisted on not returning to Ningguo Mansion."
4107,1,person,Same expensive,"Tonggui is a character in Cao Xueqin's novel ""Dream of Red Mansions"", and his appearance is Aunt Xue's girl"
4108,1,person,Fried beans,"The little girl beside Youshi. In Li Wan's room, fried beans were bent over and held by You Shishi, and then knelt down after being scolded by Li Wan. After the incident occurred in the Grand View Garden, the Jia family, which showed that the most hierarchical rules, had actually been loosened and the decline gradually intensified, and the servants were no longer so obedient."
4109,1,person,Silver Butterfly,"Youshi's girl."
4110,2,person,Little Sheer,"Xiaosheer was used by Jin Gui since she was a child."
4111,1,person,Ai Guan,"A female actor in the Lixiangyuan in Jia Mansion, acting as a foreigner. After the opera troupe was disbanded, she became Tanchun's girl. Xia Po Zi instigated Aunt Zhao to insult Fang Guan, and she heard it, so she quietly returned to Tanchun. However, Tanchun expected that she and Fang Guan and others ""were all acting in the same party, and they were all extremely naughty, so she only agreed and refused to make a reality based on this."" After the female actresses were expelled from the Grand View Garden, she was taken out by her godmother to marry her."
4112,1,person,Civilian,"One of the twelve women in the Jia family who play the role of a young actor. She was the leader among the ""Twelve Officials"". Because of her eloquence, she was very fond of Grandma Jia. Aunt Xue and others also praised her as ""a very smart child"". After the troupe was disbanded, Grandma Jia left her to do her own thing. Since then, he has not appeared again. When the female actresses were expelled from the Grand View Garden by Mrs. Wang, she was not implicated because she was with Mother Jia."
4113,5,person,pink clouds,"Caixia is Mrs. Wang’s eldest girl, and sometimes she is the second-class girl next to Aunt Zhao. She was very capable and not only wanted to remind Mrs. Wang of family affairs, but also her must remember all the family affairs that Jia Zheng went out at home. She and Jia Huan were able to get along and advised him to be more peaceful from time to time, so why bother to be disgusted, but Jia Huan was not grateful. Aunt Zhao is so happy with Caixia. I wish Caixia could marry Jia Huan, so I had an arm. Aunt Zhao begged Jia Zheng to plead with her, and asked Jia Huan to go and challenge her, but Jia Huan thought she was just a girl, so she threw her hands away and left. Later, Wang Xifeng and Jia Lian were the leaders and were given to Wang'er's son, who was ugly and drunk and gambling."
4114,1,person,Gorgeous red,"Mrs. Xing’s girl."
4115,3,person,Autumn Tong,"Originally Jia She's maid. After Jia Lian secretly married You Erjie, he went out to do his job for his father Jia She. The matter was very good. Jia She was very happy and praised him for his ability and praised Qiutong as his concubine. Qiutong thought she had figured out Feng Jie's thoughts, and she was given by Jia She, so no one dared to offend her. Wang Xifeng once used her to ""borrow a sword and kill someone"" to persecute You Erjie to death."
4116,1,person,Little Jixiang,"Aunt Zhao’s girl."
4117,3,person,Jiao Xing,"Jiaoxing is the maid of the Zhen family in ""Dream of Red Mansions"", and the auxiliary book of the Twelve Beauties of Jinling. ""He was born with a good appearance and beautiful face. Although he was not very handsome, he was also charming."""
4118,1,person,Official,"As a medicine official, a character in ""Dream of Red Mansions"", he is one of the twelve girls who sing operas bought by the Jia family, playing the role of a young actress. In the play, she often plays a couple with the young actor Ouguan. The two have an unusual relationship and are in love with the same sex. But soon she died young, causing Ou Guan to be heartbroken and cry to death."
4119,5,person,Wang's daughter-in-law,"A maid from Rong Mansion, Wang Xifeng's accompanying room. She relied on her husband to work hard for Sister Feng and pay the debt. Therefore, she was unscrupulous. She relied on her power to ""drunk and gambling"" and her ""ugly-looking"" son forced Caixia to marry Caixia, which forced Caixia's mother to swallow her anger and agree even if she didn't want to. She is a ""domineer"" among slaves."
4120,2,person,Madam Wang,"Madam Wang is Lin Daiyu's wet nurse in ""Dream of Red Mansions"". Madam Jia said that Madam Wang is very old and expected that Daiyu's orders were not satisfactory, so she arranged for Daiyu as a maid Zijuan."
4121,3,person,Mama Li,"Jia Baoyu's wet nurse. She is an old nagging person. His son Li Gui is a servant who went to school with Baoyu."
4122,4,person,Many girls,"Miss Duo appeared as an affair with Jia Lian. Miss Duo is also Qingwen's cousin's wife. When Qingwen was seriously ill and Baoyu went to visit her, she ""sitted on the edge of the kang, but hugged Baoyu tightly in her arms."" But later, when she learned that Baoyu was here to visit Qingwen for love, she said, ""Now I regret blaming you for wrongdoing you. Since that's the case, don't worry. If you just come in the future, I won't let you go."" It also shows her kindness and a hint of envy for true love, because in the author's writing, ""Duo Girls"" represents a kind of resistance of women to the patriarchal society and entrusted the author's hope for women's liberation. The description of Duo Girl echoes Jia Baoyu, highlighting the author's writing skills."
4123,3,person,Depend on everyone,"The one who lays the family is Lai Da’s wife, the housekeeper of Jia’s family. People call her Lai Da’s wife."
4124,4,person,Wu Xingdeng's Wife,"The servant in Mrs. Wang's room."
4125,6,person,Wang Shanbao's Wife,"Wang Shanbao's family is a character in the famous Chinese classical novel ""Dream of Red Mansions"". She is the wife of Mrs. Xing, the wife of the eldest wife of Rongguo Mansion, and is also Mrs. Xing's confidant."
4126,3,person,Sister Liu,"The kitchen supervisor in the Grand View Garden, the mother of Liu Wuer. She used to be a cook in the Lixiangyuan, which twelve little actors alluded to, so she had a good relationship with the little actor Fangguaner. She wanted to send her daughter to the Yihong Courtyard where Jia Baoyu lived through Fangguan, so she took special care of the people in the Yihong Courtyard. She flattered Qingwenfangguan'er, so she neglected the girl Siqi who offended Jia Yingchun. She was led by Siqi to smash the big kitchen with the girls in Zhijinlou. The Liu family was afraid and waited for Siqi to return. She hurriedly steamed the egg custard that Siqi wanted, but was poured on the ground by Siqi. Later, because of the little girl Lianhua'er and others, she was implicated in the ""Rose Dew"" incident. Qin Xian's family took the opportunity to bribe Lin Zhixiao's family, and tried to drive the Liu family and daughter out and take over the kitchen. The next day, the ""Rose Dew"" incident was pressed by Ping'er, and the grievances between Liu's wife and daughter were revealed, and they returned to the inner kitchen to manage the affairs."
4127,3,person,Coco Lee,"Aunt Li’s daughter, Li Wan’s cousin. Mr. Xueqin writes about his beauty of transcendence and indifference. His personality is like plum - beautiful, cool, yet tenacious, and in sharp contrast with his weak and indecisive cousin and sister - Li Wan and Li Qi. The ending guess of the last forty chapters: Maybe it was not that the world continued to ""marry someone casually"", but that it was a different ""tragic beauty"" from Xue Baoqin and Xing Xiuyan. Some experts speculate that Li Wen is likely to have been abducted with Miaoyu."
4128,3,person,Li Qi,"Li Wen's sister, Li Wan's cousin, and Li Wan's daughter. One of the auxiliary book of the Twelve Beauties of Jinling, in which Li Qi is praised as a watery girl."
4129,4,person,Aunt Li,"The mother of Li Wen and Li Qi."
4130,3,person,Qing'er,"Qing'er-Wang Gou'er's daughter (first see Chapter 6 of ""Dream of Red Mansions""). After the Jia family was confiscated, Liu Laolao took her to visit her. As Wang Ren and others were about to give Qiaojie to the prince of the foreign vassal, Qiaojie pretended to be Qing'er and avoided the countryside."
4131,6,person,Zhou Rui's Wife,"Zhou Rui's family is Mrs. Wang's house and Leng Zixing's mother-in-law. He often shows up in Grand View Garden and Madam Wang and Second Grandma Lian. He is relatively smooth in dealing with things and changing with the wind. He is a typical ""fish eyes"" image in Jia Baoyu's mouth. In Rongguo Mansion, Zhou Rui's wife and grandmothers traveled. Her husband Zhou Rui is in charge of the money and money in Ningguofu land rented."
4132,4,person,Lin Zhixiao's Wife,"Lin Zhixiao's family is the mother of Lin Hongyu (Xiaohong), and one of the stewards of Rongguo Mansion. He acts in a low-key manner. He is known as ""deaf and dumb"" with his husband. He is located in a high position as a steward but acts in a low-key manner. It is rare, but he is also a charming superior and bullying subordinates, and he will use his own rights to seek some benefits from time to time."
4133,2,person,Liu Wuer,"The daughter of Sister Liu, sixteen years old. Although she is the daughter of a chef, the book describes her as having a similar character to Ping, Xi, Yuan and Zi, and says that her appearance is as beautiful as Ping'er, Yuanyang, Xiren, Zijuan and others. Because he ranked fifth, he called him Wuer. Wu'er and Baoyu's maid Fangguan are good friends. Fangguan gave her the remaining rose dew that Baoyu drank. Because her mother accidentally offended Si Qi and others, she was named a thief who was stolen. Fortunately, Ping'er helped her, the grievances between mother and daughter were cleared. Liu Wu'er died of illness in the first eighty chapters of Cao Xueqin, but the follow-up book wrote her alive and arranged to become Jia Baoyu's maid."
4134,1,person,Qin Xian's Wife,"She is an extremely secondary character in ""Dream of Red Mansions"". She is mentioned at the end of Chapter 61 ""Summoning the Rat and Avoiding the Guard of the Bad Jade, and Execution of the Prison Ping'er"". At the beginning of Chapter 62 ""Silent Xiangyun Sleeps in the Peony and the Dark Xiangling Lovely and the Pomegranate Skirt"" appears. Cao Gong wrote that she only has about 300 words, but it forms an unforgettable artistic image."
4135,2,person,Lotus,"The little girl in Yingchun’s room. Si Qi asked her to stew eggs in the kitchen. Liu Sao refused, so she quarreled with Liu Sao. Later, she became angry and added a lot of words, which made Si Qi angry and led the girls to make a big fuss in the kitchen."
4136,2,person,Kim's,"Jia Huang's wife."
4138,2,person,The fifth sister-in-law,"Jia Yun's mother."
4139,2,person,Lai Er's Wife,"The wife of Lai Er, the head of the Ningfu capital. He listened to Feng Jie's order during the Qin family's funeral ceremony and took the general to check it every day, but did not dare to neglect it."
4140,2,person,Age official,"Lingguan is a female character in the Qing Dynasty novel ""Dream of Red Mansions"" and one of the twelve girls who sing operas bought by the Jia family. He has a great acting career, looks and temperament very much like Lin Daiyu, and also has Lin Daiyu's sensitivity and aloofness, which is equivalent to Lin Daiyu's suggestion, Su Su is in love with Jia Qiang. The love with Jia Qiang also gave Baoyu a different inspiration."
4141,5,person,Fengshi,"Feng is a character in Cao Xueqin's novel ""Dream of Red Mansions"" and Zhen Shiyin's wife."
4142,2,person,Mama Lai,"One of the officials in the Jia family, Lai Da's mother and grandson Lai Shangrong, became the magistrate with the help of the Jia family. This person is a senior and decent nanny in the Jia family."
4143,1,person,Aunt Zhou,"Aunt Zhou is Jia Zheng's concubine and often appears with Aunt Zhao in serving Munich Jia."
4144,1,person,Cuiyun,"Jia She's concubine."
4145,1,person,Yanhong,"From the 47th chapter of ""Dream of Red Mansions"" ""The Boy was beaten when flirting with her, and the cold man went to a foreign land for fear of disaster."" Mrs. Xing said a few words just now. Jia She was unable and felt ashamed. Since then, she has been sick and dared not see Jia Mu. She has only sent Mrs. Xing and Jia Lian to pay their respects every day. I had to send people everywhere to buy and search. In the end, I spent 800 taels of silver to buy a seventeen-year-old girl, named Yanhong, and put it in the house. It's no problem."
4146,3,person,Pearl,"Baoyu's little girl, after she learned about Ping'er's bracelet, was so angry that Qingwen frowned and opened her eyes wide, and drove her out. It is worth noting that Cao Xueqin intentionally designed Xiaohong and Zhu'er as a pair of close friends. In that era, in that social environment, especially in the noble mansions, their actions and words were truly rebellious, and they were beyond the reach of Qingwen and others, radiating the true brilliance of human nature."
4147,2,person,Intelligent,"Qin Zhong's love."
4148,1,person,Pure emptiness,"The aunt from Mantou Temple is Jingxu, and the master of the little nun Zhier. The Mantou Temple is Shuiyue Temple. Because the steamed buns made in his temple are good, this Hun name is not far from Tiekan Temple."
4149,3,person,Wan'er,"Jia Zhen and Youshi's girl."
4150,2,person,Siqi Mother,"- Yingchun maid Siqi's mother obstructed her daughter from marrying herself, causing Pan Youan and Siqi to commit suicide by compassion."
4151,2,person,Madam Bai,"The mother of Jinchuan and Yuchuan"
4152,1,person,Old lady You,"The biological mother of You Erjie and You Sanjie is also the stepmother of Youshi of Ningguo Mansion, and the two daughters are not related to Youshi. Her two daughters were both young and beautiful. She wanted to marry Jia Lian with the beautiful Chinese sister You Erjie to improve her status in the Jia family. However, later, You Erjie was killed by Fengjie, and You Sanjie also committed suicide because she wanted Liu Xianglian to get engaged. From the mother's perspective, she was a failed mother and lost two daughters."
4153,1,person,Grandma Zhou,"Shi Xiangyun's nanny."
4154,1,person,Bean Official,"The actress bought by the Jia family to perform. Decorate a small flowery face. They are all extremely young and extremely ghostly, so they are called Douguan. After the opera troupe was disbanded, he accompanied Xue Baoqin. From then on, people in the garden called her ""Adou"" or ""fried beans"", while Xue Baoqin dressed up her as a piano boy, calling her ""dou boy""."
4155,1,person,Wenhua,"Jia Zhen’s concubine is very good at singing music. The book says that her ""clear throat and tender throat are so heart-wrenching."""
4156,3,person,Mama Zhao,"Jia Lian's wet nurse. He once asked Jia Lian and his wife to find a job for her two sons."
4157,1,person,Lou,"The mother of Jia Jun."
4158,1,person,Old Ye's mother,"The old mother in Yihongyuan, Baoyu's servant Mingyan's mother, is kind to Ying'er's mother, and Ying'er even recognizes her as her godmother."
4160,1,person,Zhou's,"Jia Qin's mother."
4161,1,person,Pei Feng,"Jia Zhen’s concubine, young and innocent daughter."
4162,2,person,Lady Dai Ru,"Jia Rui's grandmother."
4163,2,person,Spring swallow,"The daughter of Mrs. He, the second-class maid in Jia Baoyu's room, and the girl of the servant in the Jia family, is smart and helpful."
4164,1,person,Pooh He,"Qin Zhong's maid, the mother of Chunyan."
4165,1,person,Bihen,"Bihen is a maid in Jia Baoyu's room. She once appeared in the 20th, 24th, 26th, 31th, and 77th chapters of Dream of Red Mansions. Bihen's appearance has never appeared in the book. She has described her sharp teeth and sharp mouth and a high spirit."
4166,1,person,Xiaoer,"Shi Xiangyun's girl."
4167,2,person,Jinghuan Fairy,"The Master of Taixu Illusion Realm is equivalent to the Western Venus and Cupid. She proposed the concept of ""speculative fantasy"" for the first time. In the fifth chapter of ""Dream of Red Mansions"", she was entrusted by the two ministers of Ning Rong to let Baoyu read the book of the fate of the Twelve Beauties of Jinling, listen to the fourteen branches of ""Dream of Red Mansions"", and betrothed her sister Keqing to Baoyu, guiding Baoyu to ""pay attention to Confucius and Mencius and commit herself to the economic way."" The name of ""warning"" is to design passion, dreams, and awaken Baoyu into the right path of the official career. Unfortunately, Baoyu had not realized it. After waking up from the dream, he still did not change his fantasy and deeds until the second dream of the last forty chapters. According to the discovery of Zhipu in ""Dream of Red Mansions"", the Fairy of Jinghuan should show the list of Jinghuan in the last episode."
4168,4,person,Ma Daopo,"Jia Baoyu's godmother was a feudal superstitious and evil deeds. She often went to and from the Jia Mansion to go to the houses and houses."
4169,5,person,Nan'an Taifei,"Concubine Nan'an is a character in the Chinese classical novel ""Dream of Red Mansions"". Concubine Nan'an didn't appear much in the novel, but it determined the fate of Tanchun, the third lady of the Jia family. On the occasion of Jia Mu's birthday, she came to the banquet for a social event and met Baochai, Daiyu, Xiangyun and Tanchun. She liked these girls very much."
4170,1,person,Xia Po Zi,"Xia Pozi is a character in Dream of Red Mansions. She is the godmother of Ou Guan and Xiao Chan's grandmother. She usually works in the Grand View Garden."
4171,1,person,Female Fei,"Mrs. Xing’s room."
4172,4,person,Zhou Rui's daughter,"Zhou Rui's daughter."
4173,2,person,Fairy of Crimson Pearl,"The legendary beauty fairy is also the second life love between Jia Baoyu and Lin Daiyu. It is the fairy of Jiangzhu who ""has endless lingering intentions towards Shenying's servant in the five hearts"", and is determined to repay Shenying's servant's irrigation grace."
